Estado Civil;Horário Aula Dia/Noite;Escolaridade Materna;Escolaridade Paterna;Profissão Materna;Profissão Paterna;Necessidades Educacionais Especiais;Devedor de mensalidade;Mensalidade em Dia;Sexo;Bolsista;Idade na Inscrição;Disciplinas Aprovadas no Semestre;Taxa de Desemprego;Taxa de inflação;Resultado
1;1;34;34;90;90;0;0;1;1;0;22;3;9.4;-0.8;Evasão
1;1;19;37;9;9;0;0;1;1;0;19;6;15.5;2.8;Formado
1;1;1;37;4;9;0;0;0;1;0;21;0;7.6;2.6;Evasão
1;1;1;38;4;7;0;0;1;1;0;19;6;11.1;0.6;Formado
1;1;1;19;3;3;0;0;1;1;0;22;0;16.2;0.3;Evasão
1;1;4;5;2;2;0;0;1;1;0;22;5;10.8;1.4;Formado
1;1;1;1;4;4;0;0;1;1;0;19;4;9.4;-0.8;Formado
1;1;1;1;5;10;0;0;0;1;0;26;0;16.2;0.3;Evasão
1;1;5;41;3;2;0;0;1;1;0;23;3;12.4;0.5;Inscrito
1;1;19;19;7;7;0;0;1;1;0;18;6;16.2;0.3;Inscrito
1;1;37;37;9;9;0;1;1;1;1;22;5;15.5;2.8;Inscrito
1;1;3;2;2;3;0;0;1;1;0;19;5;12.4;0.5;Inscrito
1;1;1;19;4;8;0;0;1;1;0;20;0;11.1;0.6;Evasão
1;1;37;37;9;9;0;0;1;1;1;22;6;7.6;2.6;Inscrito
1;1;2;38;2;3;0;0;0;1;0;18;2;12.7;3.7;Evasão
4;0;3;1;2;9;0;0;1;1;0;39;0;10.8;1.4;Evasão
1;1;19;1;90;90;0;0;1;1;0;18;0;10.8;1.4;Evasão
1;1;1;38;3;3;0;0;1;1;1;18;5;8.9;1.4;Formado
1;1;19;38;9;9;0;0;1;1;1;19;6;13.9;-0.3;Formado
1;1;1;19;9;9;0;0;1;1;0;18;6;12.4;0.5;Formado
1;1;34;19;0;4;0;0;1;1;1;18;4;7.6;2.6;Evasão
1;1;37;37;6;6;0;0;1;1;0;22;4;10.8;1.4;Formado
1;1;1;1;3;4;0;0;1;1;0;19;6;12.4;0.5;Formado
1;1;19;37;9;8;0;0;1;1;0;18;5;12.7;3.7;Evasão
1;1;1;1;4;3;0;1;0;1;0;31;2;16.2;0.3;Evasão
1;0;3;1;3;3;0;0;1;1;0;28;0;12.7;3.7;Evasão
1;1;1;1;4;8;0;0;1;1;0;19;0;15.5;2.8;Evasão
1;1;1;1;4;8;0;0;1;1;0;20;6;16.2;0.3;Formado
4;1;19;3;9;2;0;0;1;1;0;50;4;8.9;1.4;Evasão
1;1;1;2;4;2;0;0;1;1;0;38;5;13.9;-0.3;Inscrito
2;0;37;37;9;9;0;0;1;1;0;31;1;9.4;-0.8;Evasão
1;1;1;37;9;9;0;0;1;1;0;27;7;7.6;2.6;Inscrito
1;1;1;3;9;2;0;0;1;1;0;21;6;12.7;3.7;Formado
2;1;37;37;9;9;0;0;1;1;0;34;1;8.9;1.4;Evasão
1;1;2;37;2;9;0;0;1;1;0;19;0;7.6;2.6;Inscrito
2;0;37;37;1;4;0;0;0;1;0;40;2;9.4;-0.8;Evasão
1;1;38;19;9;2;0;0;1;1;1;18;0;12.7;3.7;Formado
2;1;37;38;5;10;0;1;0;1;1;46;0;15.5;2.8;Evasão
1;0;34;34;0;0;0;0;1;1;0;37;0;7.6;2.6;Evasão
1;1;19;37;9;7;0;0;1;1;0;31;0;16.2;0.3;Evasão
1;1;1;19;4;10;0;0;1;1;0;34;5;12.4;0.5;Formado
1;1;10;10;4;4;0;0;1;1;1;18;0;9.4;-0.8;Evasão
1;1;38;37;9;9;0;0;1;1;1;18;6;12.4;0.5;Formado
1;1;1;1;3;3;0;0;1;1;1;19;6;11.1;0.6;Formado
1;0;37;19;9;4;0;0;1;1;0;40;4;15.5;2.8;Evasão
1;1;1;38;9;9;0;0;1;1;0;25;0;12.4;0.5;Evasão
1;1;38;38;5;9;0;1;1;1;0;20;4;11.1;0.6;Evasão
1;1;19;19;9;9;0;0;1;1;0;20;5;11.1;0.6;Inscrito
1;1;37;37;9;10;0;0;0;1;0;43;0;15.5;2.8;Evasão
1;1;37;19;9;4;0;0;1;1;0;18;4;7.6;2.6;Inscrito
1;1;2;4;4;1;0;0;1;1;0;35;18;15.5;2.8;Formado
1;0;37;19;9;4;0;0;1;1;0;23;4;7.6;2.6;Formado
1;1;3;3;2;2;0;0;1;1;0;19;7;12.4;0.5;Formado
1;1;1;19;3;8;0;0;1;1;1;21;9;8.9;1.4;Formado
1;1;3;19;4;8;0;0;1;1;0;19;4;13.9;-0.3;Inscrito
1;1;1;1;4;3;0;0;1;1;0;20;5;12.4;0.5;Formado
1;1;19;19;3;3;1;0;1;1;1;30;0;12.4;0.5;Evasão
4;1;37;19;9;9;0;0;1;1;0;44;6;12.4;0.5;Formado
1;1;19;3;4;9;0;0;1;1;0;19;7;12.7;3.7;Formado
1;1;2;1;3;6;0;0;1;1;0;22;12;16.2;0.3;Formado
1;1;3;3;1;2;0;0;1;1;0;18;4;7.6;2.6;Formado
1;1;37;37;9;9;0;0;1;1;1;21;4;12.7;3.7;Formado
1;1;37;19;90;90;0;0;1;1;0;18;0;7.6;2.6;Evasão
1;1;3;1;2;3;0;0;1;1;0;18;6;11.1;0.6;Formado
1;1;1;1;4;3;0;0;1;1;0;19;0;7.6;2.6;Formado
1;1;1;38;6;6;0;0;1;1;0;21;4;16.2;0.3;Evasão
1;1;3;3;2;2;0;0;1;1;0;31;6;16.2;0.3;Formado
1;1;1;1;2;3;0;0;1;1;0;21;4;9.4;-0.8;Evasão
1;1;19;19;9;7;0;1;1;1;0;24;1;8.9;1.4;Inscrito
1;1;19;6;4;3;0;0;1;1;0;27;0;9.4;-0.8;Evasão
1;1;19;19;9;9;0;0;1;1;0;20;3;12.4;0.5;Formado
1;1;1;19;4;5;0;0;1;1;0;22;0;10.8;1.4;Inscrito
1;1;19;19;9;9;0;0;1;1;1;19;4;15.5;2.8;Inscrito
1;1;1;1;4;7;0;0;1;1;0;19;6;8.9;1.4;Formado
1;1;1;1;7;4;0;1;1;1;0;23;13;11.1;0.6;Inscrito
1;1;12;12;2;8;0;0;1;1;0;18;6;12.4;0.5;Formado
1;1;3;2;4;6;0;0;0;1;0;29;6;11.1;0.6;Inscrito
1;1;1;19;4;5;0;0;1;1;0;29;1;10.8;1.4;Evasão
1;1;1;1;4;5;0;0;1;1;0;20;6;16.2;0.3;Inscrito
1;1;19;3;9;2;0;0;1;1;1;19;0;9.4;-0.8;Formado
1;1;3;39;2;5;1;0;1;1;0;22;0;10.8;1.4;Inscrito
1;1;3;1;3;5;0;0;1;1;0;20;5;11.1;0.6;Inscrito
1;1;19;19;9;5;0;0;1;1;0;24;4;9.4;-0.8;Inscrito
1;1;37;37;5;8;0;0;0;1;0;21;4;12.7;3.7;Evasão
1;1;37;1;7;3;0;0;1;1;1;25;4;12.7;3.7;Formado
1;1;37;37;9;9;0;0;0;1;0;32;0;9.4;-0.8;Evasão
1;0;3;4;2;2;0;0;0;1;0;26;8;7.6;2.6;Evasão
1;1;2;37;9;7;0;0;1;1;1;18;6;12.4;0.5;Formado
1;1;1;19;4;7;0;0;1;1;1;19;5;16.2;0.3;Formado
1;1;19;38;5;7;0;0;1;1;1;19;6;12.4;0.5;Formado
1;1;1;1;4;4;0;0;1;1;0;27;6;11.1;0.6;Evasão
1;1;19;1;9;9;0;1;1;1;0;21;10;8.9;1.4;Inscrito
1;1;19;1;4;5;0;0;1;1;0;20;4;13.9;-0.3;Inscrito
1;1;19;38;4;0;0;0;1;1;0;21;6;12.4;0.5;Formado
1;1;37;3;5;2;0;0;1;1;0;22;5;9.4;-0.8;Inscrito
1;1;1;38;5;7;0;1;0;1;0;19;0;12.7;3.7;Formado
1;1;38;19;5;5;0;0;1;1;1;18;4;11.1;0.6;Evasão
1;1;19;1;5;5;0;0;1;1;0;28;0;13.9;-0.3;Evasão
2;1;1;37;9;1;0;1;0;1;0;25;6;15.5;2.8;Evasão
1;1;37;1;5;4;0;0;1;1;0;25;8;15.5;2.8;Evasão
1;1;38;19;9;5;0;0;1;1;0;18;2;8.9;1.4;Inscrito
1;1;4;19;4;5;0;0;1;1;0;26;0;10.8;1.4;Evasão
1;1;37;37;6;5;0;0;1;1;1;18;5;13.9;-0.3;Formado
1;1;19;38;9;7;0;0;1;1;0;22;3;15.5;2.8;Inscrito
1;1;1;3;4;5;0;0;1;1;0;25;0;16.2;0.3;Evasão
1;1;3;1;4;4;0;0;1;1;0;19;5;8.9;1.4;Inscrito
1;1;3;19;2;3;0;0;1;1;0;19;6;13.9;-0.3;Formado
1;1;1;1;5;5;0;0;1;1;0;19;7;16.2;0.3;Formado
4;0;1;37;9;1;0;0;1;1;0;45;4;10.8;1.4;Evasão
2;0;37;37;9;9;0;0;1;1;0;52;5;7.6;2.6;Formado
1;1;19;19;9;3;0;0;0;1;0;20;3;9.4;-0.8;Evasão
1;1;38;37;5;10;0;0;1;1;0;19;7;10.8;1.4;Formado
1;1;1;38;9;9;0;1;0;1;0;21;4;12.4;0.5;Evasão
2;0;37;37;9;9;0;0;0;1;0;35;6;9.4;-0.8;Formado
2;1;37;37;7;7;0;0;1;1;0;36;0;7.6;2.6;Formado
4;1;37;38;5;5;0;1;0;1;0;47;0;15.5;2.8;Evasão
1;0;43;40;2;2;0;0;1;1;0;22;0;8.9;1.4;Evasão
2;0;37;37;9;9;0;0;1;1;0;41;4;7.6;2.6;Evasão
1;1;34;34;90;90;0;0;1;1;0;26;0;10.8;1.4;Evasão
2;0;34;34;90;90;0;0;0;0;0;51;4;10.8;1.4;Evasão
2;0;37;37;9;9;0;0;1;0;0;43;3;9.4;-0.8;Inscrito
2;0;34;34;0;0;0;0;1;0;0;41;5;7.6;2.6;Formado
1;1;34;37;9;9;0;0;1;1;0;23;8;7.6;2.6;Formado
1;1;34;30;0;5;0;0;1;1;0;22;0;9.4;-0.8;Evasão
1;1;37;37;9;9;1;0;1;1;1;25;4;12.7;3.7;Evasão
1;0;37;37;9;9;0;0;1;1;0;25;15;9.4;-0.8;Formado
1;1;1;19;9;9;0;0;0;1;1;22;11;8.9;1.4;Formado
1;1;1;1;192;144;0;0;1;1;0;24;7;8.9;1.4;Inscrito
1;1;38;38;9;10;0;0;1;1;0;47;0;16.2;0.3;Evasão
2;0;37;37;5;5;0;0;1;1;0;41;0;7.6;2.6;Evasão
1;1;37;37;9;9;0;0;1;1;0;43;6;13.9;-0.3;Formado
1;1;1;37;9;8;0;0;1;1;0;29;0;16.2;0.3;Evasão
1;1;37;37;5;5;0;0;1;1;0;30;0;7.6;2.6;Evasão
1;1;19;38;9;9;0;0;0;1;0;26;0;12.7;3.7;Evasão
1;0;19;38;9;9;0;0;0;1;0;27;0;15.5;2.8;Evasão
2;1;37;37;9;9;0;0;1;1;1;36;5;9.4;-0.8;Formado
1;1;1;19;4;10;0;0;1;1;0;29;6;15.5;2.8;Evasão
1;1;34;34;0;0;0;0;1;1;0;35;7;9.4;-0.8;Evasão
1;1;38;38;6;3;0;0;1;1;1;18;4;10.8;1.4;Formado
1;0;38;37;9;9;0;0;1;1;1;24;5;8.9;1.4;Formado
1;1;38;38;9;7;0;0;1;1;1;18;6;10.8;1.4;Evasão
1;1;38;37;5;7;0;0;1;1;0;18;4;7.6;2.6;Inscrito
2;1;37;37;9;7;0;0;1;1;0;21;0;9.4;-0.8;Inscrito
1;1;38;37;5;8;0;0;1;1;0;21;5;9.4;-0.8;Formado
1;1;1;3;2;6;0;0;1;1;0;32;13;15.5;2.8;Formado
1;1;37;37;9;5;0;0;1;1;1;22;3;11.1;0.6;Evasão
1;1;1;38;9;7;0;0;0;1;0;32;11;15.5;2.8;Evasão
1;1;34;34;0;0;0;0;1;1;0;35;1;9.4;-0.8;Evasão
1;1;1;38;4;7;0;0;0;1;0;23;0;8.9;1.4;Evasão
1;0;37;37;6;6;0;0;1;1;0;39;5;7.6;2.6;Inscrito
2;1;34;34;0;0;0;0;1;1;0;35;0;9.4;-0.8;Evasão
2;1;3;19;4;6;0;0;1;1;0;32;6;16.2;0.3;Formado
1;1;34;34;0;0;0;0;1;1;0;20;0;7.6;2.6;Evasão
1;1;37;37;9;9;0;0;1;1;0;34;6;16.2;0.3;Inscrito
1;0;37;37;6;6;0;0;1;1;0;44;7;8.9;1.4;Evasão
2;1;37;19;9;10;0;0;1;1;0;53;2;16.2;0.3;Formado
1;1;37;37;9;4;0;1;0;1;0;28;0;12.4;0.5;Evasão
1;0;37;37;9;9;0;0;1;1;0;31;9;12.7;3.7;Evasão
1;1;1;38;5;9;0;1;0;1;0;18;0;9.4;-0.8;Inscrito
1;1;1;3;9;10;0;1;0;1;0;44;4;15.5;2.8;Evasão
1;1;1;1;9;9;0;0;1;1;0;19;5;12.7;3.7;Formado
1;1;1;1;2;9;0;0;1;1;0;21;12;8.9;1.4;Inscrito
1;1;3;19;3;5;0;0;1;1;1;18;0;9.4;-0.8;Evasão
1;1;19;19;5;5;0;0;1;1;0;20;6;16.2;0.3;Formado
1;1;37;37;7;7;0;0;1;1;0;55;6;11.1;0.6;Formado
1;1;19;37;4;8;0;0;1;1;0;27;3;7.6;2.6;Inscrito
1;1;12;19;5;5;0;0;1;1;0;19;0;12.4;0.5;Evasão
1;1;19;37;9;9;0;0;1;1;0;18;5;12.4;0.5;Formado
2;1;37;37;7;4;0;0;1;1;0;43;4;15.5;2.8;Evasão
1;1;19;19;9;6;0;0;1;1;0;18;0;13.9;-0.3;Evasão
1;1;3;3;2;2;0;0;1;1;0;18;0;9.4;-0.8;Evasão
1;1;37;38;9;9;0;1;1;1;1;20;0;8.9;1.4;Evasão
2;0;37;19;9;9;0;1;0;1;0;29;4;10.8;1.4;Evasão
1;1;37;37;9;10;0;1;1;1;0;44;5;13.9;-0.3;Evasão
1;1;37;37;9;9;0;0;1;1;0;18;4;10.8;1.4;Inscrito
1;1;37;37;9;1;0;0;1;1;1;20;5;15.5;2.8;Inscrito
1;1;38;37;8;7;0;0;1;1;0;20;4;12.4;0.5;Evasão
2;1;37;37;9;9;0;0;1;1;0;36;0;10.8;1.4;Evasão
1;1;5;1;2;5;0;0;1;1;0;19;5;13.9;-0.3;Inscrito
2;1;37;37;90;90;0;0;0;1;0;29;0;12.7;3.7;Evasão
1;1;1;1;9;9;0;0;1;1;0;18;4;10.8;1.4;Evasão
1;1;1;1;1;6;0;0;0;1;0;24;0;13.9;-0.3;Evasão
1;1;3;19;2;5;0;0;1;1;0;20;6;15.5;2.8;Formado
2;0;19;37;9;9;0;1;0;1;0;45;0;16.2;0.3;Evasão
1;1;38;37;4;4;0;0;1;1;1;28;20;7.6;2.6;Formado
1;1;19;38;9;9;0;0;1;1;0;23;6;7.6;2.6;Inscrito
1;1;1;19;4;7;0;0;1;1;0;18;7;12.4;0.5;Formado
1;1;19;19;9;4;0;0;1;1;0;23;3;9.4;-0.8;Evasão
1;1;3;3;2;2;0;0;1;1;0;22;0;7.6;2.6;Inscrito
1;1;19;19;5;5;0;0;1;1;1;22;6;12.4;0.5;Formado
1;0;37;38;5;5;0;0;1;1;0;33;5;10.8;1.4;Formado
1;1;1;38;9;6;0;0;1;1;0;21;10;8.9;1.4;Formado
2;1;37;37;9;5;0;0;1;1;0;45;5;15.5;2.8;Formado
2;1;37;37;9;9;0;0;0;1;0;44;4;15.5;2.8;Evasão
4;1;19;19;90;99;0;0;1;1;0;42;0;12.7;3.7;Evasão
1;1;19;1;9;7;0;0;1;1;0;20;0;12.4;0.5;Evasão
1;1;19;38;5;6;0;0;1;1;0;20;3;9.4;-0.8;Inscrito
1;1;1;38;2;8;0;0;1;1;1;20;6;8.9;1.4;Formado
1;1;1;1;4;4;0;0;1;1;0;20;3;9.4;-0.8;Inscrito
1;1;1;1;9;6;0;0;1;1;0;19;5;8.9;1.4;Inscrito
1;0;1;1;4;4;0;1;0;1;0;26;4;12.4;0.5;Evasão
2;1;37;37;8;7;0;0;1;1;0;31;6;13.9;-0.3;Formado
1;1;1;19;9;9;0;1;1;1;1;19;6;16.2;0.3;Formado
1;1;37;37;0;0;0;0;1;1;0;28;6;7.6;2.6;Formado
1;1;19;37;9;9;0;0;1;1;1;20;0;10.8;1.4;Formado
2;0;37;1;9;10;0;0;1;0;0;43;6;9.4;-0.8;Formado
1;1;1;19;2;7;0;0;1;1;1;25;0;15.5;2.8;Evasão
1;1;37;37;9;9;1;1;1;0;0;40;2;16.2;0.3;Evasão
1;1;5;4;1;1;0;0;1;0;0;20;6;12.4;0.5;Formado
2;0;37;37;9;1;0;0;1;0;0;46;3;11.1;0.6;Formado
1;1;19;37;5;7;0;0;1;0;0;26;20;8.9;1.4;Formado
2;1;3;1;5;5;0;0;1;0;1;34;6;12.4;0.5;Formado
1;1;38;37;9;5;0;0;1;0;0;19;0;10.8;1.4;Evasão
1;1;19;19;9;9;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;19;19;4;9;0;0;1;0;0;18;7;12.7;3.7;Formado
1;0;38;37;9;7;0;0;1;1;1;37;6;13.9;-0.3;Formado
1;1;19;38;9;7;0;0;1;1;1;23;0;9.4;-0.8;Formado
1;1;19;38;9;7;0;0;1;1;0;26;14;15.5;2.8;Formado
1;1;19;38;3;5;0;0;0;0;0;18;5;10.8;1.4;Evasão
1;1;3;2;122;4;0;0;1;0;0;18;4;12.4;0.5;Inscrito
1;1;3;3;2;2;0;0;1;0;0;19;7;11.1;0.6;Formado
1;1;19;1;4;9;0;0;1;0;0;18;6;12.4;0.5;Formado
1;1;1;3;4;3;0;0;1;0;0;19;6;8.9;1.4;Evasão
1;1;1;1;191;171;0;0;1;1;0;20;4;8.9;1.4;Inscrito
1;1;1;1;1;5;0;0;1;0;1;22;6;9.4;-0.8;Formado
1;1;19;1;9;5;0;0;1;0;1;18;7;12.7;3.7;Formado
1;1;19;39;5;4;0;0;1;0;1;18;6;13.9;-0.3;Formado
1;1;38;38;5;5;0;0;1;0;1;18;6;8.9;1.4;Formado
1;1;38;37;5;7;0;0;1;0;1;18;6;12.4;0.5;Formado
1;1;4;3;7;4;0;0;1;0;0;18;6;8.9;1.4;Formado
1;1;1;19;7;7;0;0;1;0;1;19;7;11.1;0.6;Formado
1;1;19;1;5;5;0;0;1;0;0;20;0;15.5;2.8;Evasão
1;1;1;19;9;5;0;0;1;0;1;19;6;15.5;2.8;Evasão
1;1;3;1;4;7;0;0;1;0;0;18;6;15.5;2.8;Formado
1;1;1;1;9;7;0;0;1;0;1;18;6;12.4;0.5;Evasão
1;1;19;19;7;7;0;0;1;0;1;18;7;11.1;0.6;Formado
1;1;3;38;2;6;0;0;1;0;0;18;6;12.4;0.5;Formado
1;1;19;38;4;8;0;0;1;0;1;18;5;10.8;1.4;Formado
1;1;1;1;4;7;0;1;1;0;0;18;6;16.2;0.3;Formado
1;1;37;38;9;6;0;0;1;0;1;20;6;16.2;0.3;Formado
1;1;38;37;3;5;0;0;1;0;1;19;3;9.4;-0.8;Formado
1;1;2;19;2;6;0;0;1;0;1;18;6;8.9;1.4;Inscrito
1;1;38;38;8;7;0;0;1;0;1;19;6;12.4;0.5;Formado
1;1;3;1;1;5;0;0;1;0;0;19;5;12.7;3.7;Inscrito
1;1;3;4;3;2;0;0;1;0;0;19;5;9.4;-0.8;Inscrito
1;1;19;19;7;7;0;0;1;0;0;19;6;12.4;0.5;Formado
1;1;42;1;2;7;1;1;1;0;0;20;6;8.9;1.4;Formado
1;1;38;19;9;5;0;0;1;0;1;18;4;10.8;1.4;Formado
1;1;1;39;4;7;0;0;1;0;0;33;2;12.4;0.5;Evasão
1;1;19;19;4;5;0;0;1;0;1;19;6;13.9;-0.3;Evasão
1;1;1;1;9;9;0;0;1;0;1;18;7;15.5;2.8;Formado
1;1;19;1;4;3;0;0;1;0;0;19;0;8.9;1.4;Evasão
1;1;38;38;6;3;0;0;1;0;0;19;3;15.5;2.8;Inscrito
1;1;3;1;2;8;0;0;1;0;0;18;6;12.4;0.5;Formado
1;1;19;19;9;5;0;0;1;0;0;20;6;10.8;1.4;Formado
1;1;19;37;7;7;0;0;1;0;0;19;8;9.4;-0.8;Formado
1;1;19;19;9;9;0;0;1;1;1;18;6;9.4;-0.8;Formado
1;1;1;2;5;3;0;1;1;1;1;19;2;13.9;-0.3;Evasão
1;0;37;37;9;9;0;0;1;0;0;25;15;13.9;-0.3;Formado
1;1;3;3;4;4;0;0;1;0;1;20;6;12.7;3.7;Inscrito
1;0;38;37;5;5;0;0;1;0;0;19;6;12.7;3.7;Formado
1;0;34;34;0;0;0;1;1;1;0;33;2;7.6;2.6;Evasão
1;1;19;38;194;175;0;1;1;1;0;18;3;8.9;1.4;Inscrito
1;1;19;37;5;8;0;0;1;1;0;18;4;7.6;2.6;Inscrito
1;1;1;1;2;3;0;0;1;0;0;19;4;11.1;0.6;Formado
1;1;3;3;2;2;0;0;1;0;0;18;0;12.4;0.5;Inscrito
1;1;38;19;141;171;0;0;1;0;0;19;5;13.9;-0.3;Inscrito
1;1;19;1;5;10;0;0;1;0;0;18;6;11.1;0.6;Evasão
1;1;3;19;2;7;0;0;1;0;0;18;6;7.6;2.6;Formado
1;1;19;37;7;7;0;0;1;0;0;18;8;9.4;-0.8;Formado
2;1;38;38;2;10;0;0;1;0;0;37;2;16.2;0.3;Evasão
1;1;38;1;2;4;0;0;1;0;0;20;1;9.4;-0.8;Inscrito
1;1;37;37;5;5;0;0;1;0;1;20;6;10.8;1.4;Formado
1;1;19;19;9;6;0;0;1;1;0;21;6;11.1;0.6;Formado
1;1;38;1;5;4;0;0;1;0;1;18;7;12.4;0.5;Formado
1;0;19;1;9;8;0;0;1;0;0;26;3;15.5;2.8;Inscrito
1;1;37;37;9;7;0;1;1;0;0;41;5;7.6;2.6;Inscrito
1;1;19;1;3;9;0;0;1;0;1;18;6;16.2;0.3;Formado
1;1;19;37;9;7;0;1;1;0;0;18;8;9.4;-0.8;Formado
1;1;38;38;9;9;0;0;1;0;0;31;7;11.1;0.6;Formado
1;1;1;1;4;10;0;1;1;0;0;23;6;12.7;3.7;Formado
1;1;37;19;9;9;0;0;1;0;0;19;6;7.6;2.6;Formado
1;1;37;38;4;9;0;0;1;0;1;20;6;11.1;0.6;Formado
2;0;37;37;7;5;0;0;1;0;0;40;9;12.7;3.7;Formado
1;1;37;37;9;9;0;1;1;0;0;32;4;16.2;0.3;Evasão
1;1;37;37;9;7;0;0;1;0;0;24;2;10.8;1.4;Evasão
1;1;19;37;5;8;0;0;1;0;0;18;6;7.6;2.6;Formado
1;1;37;37;9;9;0;0;1;0;0;18;6;10.8;1.4;Formado
1;1;19;37;4;7;0;0;1;0;1;18;6;10.8;1.4;Formado
1;1;38;38;4;7;0;0;0;0;0;27;0;15.5;2.8;Evasão
1;1;38;37;9;5;0;0;1;0;0;18;5;7.6;2.6;Formado
1;0;19;37;9;8;0;0;1;0;0;26;4;12.7;3.7;Inscrito
1;1;19;12;9;4;0;0;1;0;0;19;6;7.6;2.6;Formado
1;0;37;34;0;0;0;0;1;0;0;19;5;7.6;2.6;Formado
1;1;1;37;5;5;0;0;1;0;0;21;3;9.4;-0.8;Inscrito
1;1;1;19;4;6;0;0;1;0;0;24;2;12.7;3.7;Inscrito
1;1;37;37;9;10;0;0;1;0;0;20;3;12.7;3.7;Evasão
1;1;19;1;5;9;0;0;1;0;0;18;5;10.8;1.4;Inscrito
1;1;19;19;9;9;0;0;1;0;0;30;0;11.1;0.6;Evasão
1;1;19;37;9;9;0;1;0;0;0;22;6;11.1;0.6;Inscrito
1;1;37;19;9;8;0;0;1;0;0;21;9;10.8;1.4;Formado
1;1;19;19;4;5;0;0;1;0;0;26;6;13.9;-0.3;Evasão
1;1;19;19;7;7;0;0;1;0;0;23;2;9.4;-0.8;Inscrito
1;1;19;37;5;9;0;0;1;0;1;18;6;16.2;0.3;Formado
1;1;1;37;5;9;0;1;1;0;0;21;5;12.7;3.7;Evasão
1;1;19;38;9;9;0;0;1;0;1;18;0;13.9;-0.3;Evasão
1;1;19;37;5;5;0;0;1;0;0;21;2;9.4;-0.8;Inscrito
1;1;38;38;7;7;0;0;1;0;0;18;5;7.6;2.6;Inscrito
1;1;37;37;5;9;1;0;1;0;1;19;6;12.7;3.7;Evasão
1;1;1;1;4;9;0;0;1;0;0;22;4;7.6;2.6;Inscrito
1;1;38;19;5;8;0;0;1;0;0;19;6;12.4;0.5;Formado
1;1;38;37;9;8;0;0;0;0;0;19;0;9.4;-0.8;Evasão
1;1;37;37;7;5;0;0;1;0;0;19;2;9.4;-0.8;Evasão
2;1;37;37;192;192;0;0;1;0;0;27;3;9.4;-0.8;Formado
1;1;37;37;5;5;0;0;1;0;0;22;5;12.7;3.7;Formado
1;1;37;1;9;7;0;0;1;0;0;18;5;15.5;2.8;Evasão
1;1;38;38;5;5;0;0;1;0;0;20;6;9.4;-0.8;Formado
2;0;37;37;9;9;0;0;1;0;0;34;3;9.4;-0.8;Evasão
1;1;1;38;5;8;0;0;1;0;0;18;6;13.9;-0.3;Formado
1;1;1;1;5;5;0;0;1;1;0;20;4;9.4;-0.8;Formado
1;1;1;19;5;5;0;0;1;0;0;20;5;12.7;3.7;Formado
1;0;1;38;4;9;0;0;1;1;0;25;0;16.2;0.3;Evasão
1;1;3;19;2;9;0;0;1;1;0;18;5;8.9;1.4;Evasão
1;1;1;1;9;9;0;0;0;1;0;18;5;8.9;1.4;Evasão
1;1;19;38;5;7;0;0;1;0;1;18;5;9.4;-0.8;Evasão
1;1;1;19;5;4;0;0;1;0;1;19;5;12.4;0.5;Formado
1;1;38;19;5;5;0;0;1;0;1;19;6;10.8;1.4;Evasão
1;1;1;1;5;5;0;0;1;0;1;21;6;13.9;-0.3;Formado
1;1;3;2;2;2;0;0;1;0;0;29;9;9.4;-0.8;Inscrito
1;1;1;37;9;9;0;0;1;0;1;20;6;12.4;0.5;Formado
1;0;19;37;134;193;0;1;1;0;1;21;11;8.9;1.4;Formado
1;0;37;37;9;8;0;0;1;0;0;34;2;10.8;1.4;Evasão
1;1;1;37;3;9;0;0;1;0;0;20;6;12.7;3.7;Formado
1;0;37;37;9;9;0;0;1;1;0;24;0;10.8;1.4;Evasão
1;1;1;1;4;3;0;0;1;1;0;18;7;16.2;0.3;Formado
1;1;1;19;4;4;0;0;1;1;0;19;7;7.6;2.6;Inscrito
1;1;1;19;7;7;0;0;1;1;1;18;4;15.5;2.8;Inscrito
1;0;38;38;9;5;0;0;1;1;0;28;4;10.8;1.4;Inscrito
1;0;1;1;9;7;0;0;1;1;0;28;2;11.1;0.6;Evasão
1;1;38;38;0;5;0;0;1;1;0;20;4;7.6;2.6;Evasão
1;1;1;1;7;4;0;0;1;1;0;22;8;9.4;-0.8;Formado
1;1;19;1;4;4;0;0;1;1;0;19;7;10.8;1.4;Formado
1;1;1;19;7;5;0;0;1;1;0;20;6;12.4;0.5;Inscrito
1;1;3;1;2;4;0;0;1;1;0;26;2;12.4;0.5;Evasão
1;1;37;37;9;9;0;0;0;1;0;21;3;9.4;-0.8;Evasão
1;1;3;3;2;2;0;0;1;1;0;18;0;12.4;0.5;Formado
1;1;37;38;9;7;0;0;1;1;0;18;5;11.1;0.6;Formado
1;1;19;19;4;7;0;0;1;1;0;22;17;11.1;0.6;Formado
2;1;37;37;9;9;0;0;1;1;0;36;0;16.2;0.3;Evasão
1;1;38;38;9;9;0;0;1;1;1;20;6;13.9;-0.3;Formado
1;1;3;4;2;2;0;0;1;1;0;20;3;10.8;1.4;Evasão
1;0;37;1;5;4;0;0;1;1;0;25;4;12.4;0.5;Evasão
1;1;37;19;6;4;0;0;1;1;0;35;5;15.5;2.8;Formado
1;1;1;37;7;7;0;0;1;1;0;22;0;11.1;0.6;Evasão
